CLUSTERID1	CLUSTERID2	DeltaMZ	MEH	Cosine	OtherScore	ComponentIndex
18675	18856	-0.00500488	0	0.964649	0.908115	1
24567	29935	-191.134	0	0.606548	0.404042	1
24496	26423	-27.01	0	0.642722	0.409304	1
2419	2431	0.0270004	0	0.929757	0.688896	1
17126	17800	-0.026001	0	0.802882	0.682073	1
21530	21537	-0.00300598	0	0.745852	0.705297	1
28554	28560	-0.0119934	0	0.566576	0.444065	1
25510	25511	0.0269928	0	0.615521	0.608946	1
26120	28304	-64.001	0	0.73616	0.50585	1
15432	15651	-0.0110016	0	0.973822	0.83227	1
25505	25714	0	0	0.884103	0.666778	1
18704	18905	-0.00698853	0	0.849769	0.756945	1
29589	30520	-115.026	0	0.866435	0.456928	1
30699	30773	-43.031	0	0.78799	0.615155	1
23968	24549	-14.045	0	0.666905	0.533716	1
22893	22896	-0.00299072	0	0.947005	0.773162	1
16280	16288	0.00799561	0	0.95943	0.804204	1
11466	11677	-4.001	0	0.785804	0.488954	1
15571	15587	0.000991821	0	0.917405	0.705948	1
26900	28190	-41.993	0	0.699834	0.421119	1
13227	13294	-0.0429993	0	0.770884	0.728277	1
2754	2864	0.00499725	0	0.915693	0.751988	1
13316	13464	0.029007	0	0.955143	0.803835	1
26937	27495	-15	0	0.75324	0.528419	1
17134	17155	0.00300598	0	0.896918	0.78058	1
24110	24118	-0.0119934	0	0.743195	0.52814	1
15494	15544	-0.0019989	0	0.74599	0.720807	1
20192	20292	-0.0019989	0	0.593551	0.609122	1
8756	9162	-0.0159988	0	0.905261	0.777272	1
15481	15679	-0.0119934	0	0.906215	0.783074	1
11357	11558	-1.02	0	0.766474	0.565251	1
20187	29856	-236.27	0	0.782733	0.515651	1
35	2453	-25.014	0	0.709641	0.520871	1
18001	18065	0.0140076	0	0.991383	0.804452	1
28569	28586	-0.0150146	0	0.622413	0.474694	1
15554	15653	0.0110016	0	0.914548	0.741678	1
1419	1613	-0.012001	0	0.960688	0.774281	1
11746	11983	-0.0289917	0	0.832783	0.637037	1
26457	28789	-82.105	0	0.757646	0.411063	1
6564	9702	-1.001	0	0.923812	0.538765	1
16260	16807	-0.0410004	0	0.916643	0.70248	1
26474	29881	-158.15	0	0.825552	0.52224	1
1708	1717	-0.0139999	0	0.926494	0.717406	1
24553	24572	-0.029007	0	0.613258	0.640925	1
28058	28723	-28.027	0	0.829551	0.638943	1
3018	3025	0	0	0.940649	0.842479	1
27318	27320	-0.0209961	0	0.764176	0.524036	1
26747	26796	-0.0149994	0	0.838982	0.769395	1
11732	11807	-0.00500488	0	0.84395	0.741376	1
26112	26123	-0.0189972	0	0.637348	0.563444	1
26112	26122	-0.0119934	0	0.770119	0.673932	1
26112	26120	0.0110016	0	0.739858	0.626181	1
2719	2748	0	0	0.914285	0.710347	1
26112	26126	-0.000991821	0	0.802913	0.698068	1
5608	5617	0.00299835	0	0.964082	0.755415	1
28575	29179	-37.028	0	0.683895	0.400068	1
19988	20481	0.00999451	0	0.972666	0.778658	1
8877	8977	0.00700378	0	0.968365	0.796991	1
28663	29703	-72.038	0	0.589657	0.465333	1
26626	26627	-0.0149994	0	0.613534	0.586033	1
10103	17224	-27.99	0	0.762464	0.544252	1
10093	24348	-85.067	0	0.853684	0.486345	1
20680	20692	0.0149994	0	0.649814	0.633303	1
17858	18618	-0.190002	0	0.954672	0.688969	1
20908	26465	-74	0	0.600996	0.443877	1
2757	2817	0.0100021	0	0.924032	0.761223	1
16314	16660	0.00498962	0	0.912794	0.791758	1
26279	26285	-0.00700378	0	0.597402	0.455976	1
29381	29874	-36.12	0	0.770878	0.56114	1
11727	11774	-0.0059967	0	0.781067	0.571138	1
13198	13344	-0.0279999	0	0.967348	0.821818	1
26396	27792	-40.983	0	0.90432	0.743111	1
16296	16605	-0.00799561	0	0.97053	0.799423	1
23457	23460	0.00500488	0	0.584895	0.571383	1
23457	23461	0	0	0.642507	0.671629	1
23457	23466	0.00500488	0	0.769256	0.817346	1
26416	28218	-56.03	0	0.73487	0.435993	1
14095	14134	-0.0039978	0	0.897716	0.794552	1
25347	25355	-0.00698853	0	0.642054	0.484783	1
21758	24405	-33.999	0	0.800323	0.477353	1
23860	23864	-0.00799561	0	0.713773	0.669694	1
23860	23867	-0.0330048	0	0.712224	0.642718	1
21023	21262	-2.007	0	0.724875	0.443758	1
17117	17182	-0.00999451	0	0.762973	0.65036	1
23860	23862	-0.00100708	0	0.631877	0.683722	1
12347	12357	0.00700378	0	0.906873	0.789302	1
11547	11565	-0.00999451	0	0.709042	0.670027	1
19245	19385	-0.0209961	0	0.92983	0.773993	1
30019	30477	-69.028	0	0.735404	0.642317	1
15563	16057	-0.0310059	0	0.899091	0.704721	1
11547	11563	-0.010994	0	0.80015	0.684664	1
18078	18264	0	0	0.934457	0.651537	1
18007	18582	-0.0130005	0	0.932111	0.784925	1
18680	18696	-0.0180054	0	0.809103	0.784933	1
25203	29408	-142.357	0	0.639281	0.513376	1
4509	20796	-46.014	0	0.818772	0.433658	1
24929	25472	-14.012	0	0.602559	0.521858	1
19437	19452	-0.00500488	0	0.813098	0.721009	1
31	14741	-59.974	0	0.869822	0.806695	1
4301	4558	-0.0159988	0	0.981324	0.861098	1
20791	20797	0.00801086	0	0.740323	0.639008	1
20791	20796	-0.0209961	0	0.717566	0.514933	1
15542	15720	0.00700378	0	0.665326	0.544605	1
22389	22534	-2.02899	0	0.761526	0.51758	1
28721	29664	-63.956	0	0.552941	0.518452	1
10282	10452	-0.012001	0	0.851822	0.59665	1
21015	23419	-23.983	0	0.745259	0.547774	1
28819	29631	-55.96	0	0.888485	0.599612	1
24299	25184	-14.013	0	0.620939	0.430932	1
11721	11725	-0.00100708	0	0.95737	0.812303	1
14036	14054	0.00799561	0	0.637567	0.560507	1
14082	22569	-44.028	0	0.687654	0.558027	1
20685	20713	-0.0150146	0	0.86076	0.85834	1
23973	29245	-151.063	0	0.59388	0.510776	1
20182	26709	-89.982	0	0.575119	0.515985	1
12849	12906	-0.0189972	0	0.913473	0.765783	1
5008	6545	0.0059967	0	0.866023	0.587655	1
26417	30007	-176.031	0	0.869204	0.652775	1
26734	27485	-18.01	0	0.717244	0.693509	1
24508	28522	-95.048	0	0.710984	0.425294	1
12356	12474	0.0299988	0	0.969239	0.866879	1
1294	1299	0.0460052	0	0.671419	0.428405	1
13472	13689	0.0019989	0	0.877523	0.703989	1
1415	1703	-0.026001	0	0.927722	0.764469	1
15401	15780	-0.160004	0	0.792188	0.787263	1
10178	10287	0.0110016	0	0.885391	0.758294	1
23225	23256	-0.00900269	0	0.795448	0.508617	1
20930	20931	0.0039978	0	0.664668	0.749552	1
18248	18254	0	0	0.970743	0.782511	1
29615	30358	-86.031	0	0.959469	0.781142	1
17854	18313	0.0189972	0	0.927193	0.814641	1
30009	30617	-100.09	0	0.61754	0.589042	1
13409	13445	0.0370026	0	0.944053	0.846145	1
27967	28029	-4.01898	0	0.612541	0.456586	1
17950	18627	-0.166992	0	0.959544	0.757959	1
14309	15227	-0.00799561	0	0.756663	0.595511	1
17866	18150	0.0110016	0	0.867627	0.68575	1
14309	15221	-0.00799561	0	0.918325	0.839625	1
24331	24332	0	0	0.801079	0.449001	1
14081	14139	-0.0110016	0	0.696274	0.592781	1
25346	26415	-14.013	0	0.67925	0.58061	1
21872	21875	-0.0270081	0	0.937222	0.800666	1
24536	25432	-13.979	0	0.702452	0.567871	1
9230	14235	-18.018	0	0.613742	0.422825	1
11618	11644	-1.012	0	0.654962	0.52221	1
11704	29944	-272.049	0	0.651246	0.584128	1
26067	27402	-32.028	0	0.946413	0.65784	1
2723	3496	-0.00299835	0	0.945369	0.725511	1
20174	20309	0.00300598	0	0.973896	0.860534	1
23593	23629	0	0	0.904944	0.725491	1
19490	21260	-13.999	0	0.865185	0.689831	1
14350	15056	-0.0019989	0	0.780215	0.714217	1
20799	20806	-0.0059967	0	0.667401	0.445537	1
20799	20801	-0.0120087	0	0.692246	0.470126	1
20799	20800	-0.0279999	0	0.721558	0.546018	1
20799	20802	0	0	0.876562	0.656453	1
2437	2498	-0.0499954	0	0.907588	0.710543	1
15198	15207	-0.0039978	0	0.813895	0.486521	1
20799	20808	-0.0130005	0	0.831341	0.683229	1
2677	2973	-0.0039978	0	0.955044	0.885098	1
24493	24519	-0.990005	0	0.741754	0.587268	1
14337	14835	0.00401306	0	0.778892	0.68884	1
27806	28789	-42.05	0	0.807361	0.546038	1
27880	27894	0.00698853	0	0.829959	0.709357	1
4821	28402	-180.057	0	0.968358	0.690281	1
22582	22583	0.0039978	0	0.798088	0.818988	1
23335	23436	-2	0	0.562327	0.559437	1
27992	28695	-30.009	0	0.819877	0.520006	1
15211	24058	-58.004	0	0.665235	0.451116	1
28858	29897	-75.032	0	0.720151	0.607693	1
26895	28829	-72.021	0	0.590937	0.407184	1
15439	15480	-0.0159912	0	0.950135	0.742251	1
13377	13378	-0.0159912	0	0.917395	0.842018	1
24178	24526	-9.981	0	0.603875	0.617597	1
15649	15707	-0.00498962	0	0.865146	0.708281	1
24404	26976	-43.95	0	0.819325	0.675198	1
4942	4978	0.0240021	0	0.945199	0.682361	1
24972	25458	-13.03	0	0.574327	0.451319	1
13220	13577	-0.0119934	0	0.864407	0.800794	1
1502	1802	0	0	0.56594	0.459788	1
17910	18245	0.0149994	0	0.962538	0.754374	1
11917	12298	-0.0119934	0	0.879484	0.701312	1
30207	30738	-132.079	0	0.902125	0.604272	1
18000	18317	0	0	0.965858	0.71905	1
12360	12427	0.00401306	0	0.953893	0.845658	1
23825	23828	0.0369873	0	0.67837	0.698567	1
11680	11939	-1.01801	0	0.735859	0.5011	1
21508	24986	-42.012	0	0.622053	0.524573	1
1843	2065	0	0	0.899904	0.826801	1
15503	15707	0.00300598	0	0.891496	0.747473	1
30372	30675	-74.073	0	0.810179	0.691073	1
18796	18971	0.0169983	0	0.906499	0.817955	1
11609	11623	-0.000999451	0	0.801539	0.504255	1
12569	12763	-0.0240021	0	0.844251	0.719386	1
10802	14276	-16.008	0	0.618147	0.427714	1
20798	20817	-0.00300598	0	0.804635	0.750436	1
19480	22694	-27.998	0	0.715987	0.404721	1
18679	18831	0.026001	0	0.90521	0.858968	1
18168	18282	-0.0650024	0	0.969877	0.688031	1
27177	29193	-87.946	0	0.959161	0.66135	1
23825	23827	0.0369873	0	0.642497	0.65054	1
1121	4768	-16	0	0.772172	0.642593	1
13253	13610	-0.0289917	0	0.949008	0.836263	1
2686	2758	-0.000999451	0	0.936019	0.688054	1
24283	27504	-63.051	0	0.736878	0.459888	1
26392	28500	-67.963	0	0.867019	0.624244	1
22375	24326	-28.03	0	0.798459	0.41947	1
20897	22445	-14.992	0	0.573982	0.456223	1
30207	30884	-264.157	0	0.900294	0.506264	1
29623	29830	-14.046	0	0.807551	0.585981	1
21543	21551	-0.00900269	0	0.624193	0.729519	1
11903	25461	-94.009	0	0.848894	0.448877	1
21557	28106	-115.908	0	0.866633	0.508097	1
24547	25952	-17.074	0	0.677964	0.523261	1
26271	26272	-0.367004	0	0.67299	0.514803	1
17022	22439	-32.017	0	0.832678	0.561604	1
14210	27575	-132.05	0	0.635563	0.426524	1
15415	15431	-0.0160065	0	0.974319	0.866519	1
18002	18143	0	0	0.978062	0.72416	1
30804	30821	-14.016	0	0.89757	0.833531	1
21946	22032	-0.00799561	0	0.914528	0.797134	1
2388	11006	-18.995	0	0.595217	0.523455	1
22534	28259	-115.026	0	0.848188	0.623615	1
2685	27071	-146.064	0	0.966751	0.735997	1
13411	13599	-0.00700378	0	0.951019	0.827191	1
28031	28999	-45.043	0	0.787615	0.471323	1
22525	22529	-0.022995	0	0.587333	0.568729	1
8759	8769	-0.0100021	0	0.930456	0.702715	1
20882	21042	-1.989	0	0.590663	0.645122	1
13186	13224	0.0439911	0	0.918089	0.861486	1
23894	27515	-72.02	0	0.776588	0.533948	1
17204	17211	-0.0110016	0	0.826183	0.595485	1
18731	18886	0.0169983	0	0.835994	0.760206	1
25304	25335	-1.00301	0	0.755692	0.593839	1
27548	28045	-20.001	0	0.668421	0.478746	1
27568	27589	-1.00201	0	0.753501	0.479247	1
2456	2461	-0.0139999	0	0.725735	0.705262	1
14028	14036	-0.00999451	0	0.592356	0.545778	1
22427	22440	0.0130005	0	0.670558	0.630883	1
21969	22168	-0.019989	0	0.90701	0.825162	1
18264	18368	0	0	0.944712	0.751769	1
11558	27307	-132.04	0	0.825527	0.435051	1
4256	15269	-26.012	0	0.576785	0.407922	1
10160	20929	-42.032	0	0.673829	0.457788	1
2415	10423	-16.011	0	0.635077	0.501928	1
3208	3220	0	0	0.908639	0.688713	1
13266	13335	-0.0130005	0	0.830579	0.72926	1
21078	21160	0.0249939	0	0.738433	0.565113	1
13266	13337	-0.000991821	0	0.802762	0.809729	1
11608	17013	-17.024	0	0.654265	0.557992	1
9702	9869	-0.0199966	0	0.828132	0.583634	1
5432	26156	-113.03	0	0.930916	0.674675	1
23778	23792	0	0	0.743212	0.57566	1
15477	15545	-0.00900269	0	0.944328	0.868538	1
2520	18465	-42	0	0.76315	0.465245	1
26726	28439	-54.049	0	0.659511	0.580027	1
23464	23465	0.0149994	0	0.840079	0.815559	1
27966	30051	-137.003	0	0.689547	0.543994	1
18047	18128	0.0370026	0	0.939452	0.712482	1
21773	21793	-0.0140076	0	0.574852	0.585334	1
26518	27700	-34.009	0	0.593978	0.415242	1
11768	11965	-0.0039978	0	0.815013	0.69527	1
12407	13767	-1.166	0	0.901625	0.544039	1
25011	26694	-30.009	0	0.566093	0.519866	1
26418	26420	-0.0110016	0	0.638082	0.597287	1
26284	26806	-16.005	0	0.699555	0.500423	1
18801	18905	-0.0220032	0	0.886558	0.798115	1
28957	29604	-45.055	0	0.750384	0.443408	1
20858	30328	-295.016	0	0.901806	0.484703	1
10261	20174	-34.008	0	0.878978	0.769906	1
29501	30214	-71.097	0	0.638781	0.432243	1
4190	11468	-14.995	0	0.831862	0.489172	1
11760	11957	-0.0039978	0	0.830702	0.762792	1
23272	23328	-2.01701	0	0.629798	0.533635	1
23971	26526	-42.053	0	0.880323	0.565023	1
8787	8986	0.00800323	0	0.956354	0.837594	1
10292	20959	-42.045	0	0.760017	0.629486	1
16213	20823	-18.025	0	0.621102	0.536095	1
20798	24267	-42.015	0	0.565355	0.544106	1
17185	17211	-0.0169983	0	0.854309	0.700868	1
28605	29090	-30.007	0	0.570871	0.480273	1
17828	18065	-0.0209961	0	0.980393	0.839786	1
29166	30631	-176.07	0	0.787506	0.448961	1
30821	30841	-15.994	0	0.765553	0.58845	1
11276	11286	0	0	0.747265	0.497214	1
15643	15910	-0.0139923	0	0.970157	0.871405	1
18700	18733	-0.00700378	0	0.855762	0.805797	1
11276	11280	0	0	0.649724	0.534927	1
2728	2875	0.0100021	0	0.847784	0.624016	1
2447	2760	-2.013	0	0.857358	0.525094	1
23986	30726	-365.28	0	0.82008	0.498746	1
22355	22369	-0.00498962	0	0.703626	0.679124	1
19242	19307	-0.0209961	0	0.791811	0.57981	1
29606	30366	-88.053	0	0.799856	0.521509	1
1565	1902	-0.00999451	0	0.972983	0.823861	1
18794	18853	-0.0190125	0	0.943417	0.88849	1
2755	2864	0.00700378	0	0.908029	0.737513	1
27717	27769	-2.008	0	0.753009	0.658456	1
22030	22140	-0.0209961	0	0.883493	0.651645	1
18794	18856	0.00698853	0	0.922906	0.855472	1
8769	8976	0.000999451	0	0.992244	0.816263	1
8761	8782	-0.0019989	0	0.926786	0.834468	1
8769	8978	-0.0059967	0	0.949975	0.706872	1
11912	11917	0.00799561	0	0.835565	0.643302	1
12536	12538	0.0189972	0	0.943642	0.786411	1
15403	15404	-0.0249939	0	0.889396	0.763683	1
27837	28058	-9.98199	0	0.797726	0.539264	1
22140	22220	0	0	0.887087	0.698485	1
19077	19145	-0.0590057	0	0.870968	0.759657	1
21983	22032	-0.00900269	0	0.885612	0.738516	1
12362	12363	0	0	0.856313	0.762001	1
21983	22030	-0.0039978	0	0.903348	0.741297	1
18009	18618	-0.134995	0	0.957696	0.700257	1
24441	25469	-18.013	0	0.839733	0.702677	1
21954	22026	-0.00799561	0	0.863963	0.815939	1
21983	22038	-0.022995	0	0.897598	0.763411	1
21983	22039	-0.0119934	0	0.906608	0.755089	1
29583	29946	-31.069	0	0.650496	0.43488	1
28070	29066	-48.024	0	0.765489	0.606925	1
29843	30048	-27.996	0	0.585537	0.559214	1
23570	23600	-0.0059967	0	0.925181	0.750722	1
14319	14768	-0.00698853	0	0.914038	0.716973	1
4330	4371	0.00900269	0	0.843164	0.773979	1
15426	15476	-0.00801086	0	0.934771	0.817883	1
29856	30855	-266.859	0	0.965291	0.865487	1
8756	8792	-0.00799561	0	0.927384	0.773068	1
1422	1450	-0.00799561	0	0.812237	0.730531	1
10167	14083	-14.014	0	0.740198	0.667063	1
17866	18230	0.0700073	0	0.931141	0.705105	1
1422	1456	-0.00799561	0	0.853938	0.730531	1
20929	20949	-0.0129852	0	0.697018	0.618188	1
8756	8799	-0.00699615	0	0.920789	0.785359	1
18245	18254	0.0510101	0	0.971464	0.798096	1
8833	8977	-0.00999451	0	0.973962	0.833116	1
17164	17627	-0.0130005	0	0.909207	0.818829	1
17115	17154	-0.00698853	0	0.685247	0.70606	1
16287	16316	-0.0130005	0	0.863678	0.733576	1
12367	12406	0	0	0.87348	0.693837	1
24335	28254	-89.089	0	0.680295	0.451047	1
20189	20410	-0.000991821	0	0.963195	0.760191	1
21495	25064	-44.03	0	0.790059	0.60678	1
28031	30739	-282.089	0	0.767322	0.447811	1
28529	29316	-47.997	0	0.729994	0.604603	1
23436	23437	0.00698853	0	0.657657	0.721648	1
20797	21579	-12.003	0	0.701658	0.571644	1
13369	13560	-0.0119934	0	0.956466	0.90329	1
4525	11721	-17.009	0	0.834821	0.62052	1
21952	22168	-0.0249939	0	0.886744	0.774732	1
11750	19032	-18.015	0	0.813811	0.628893	1
20858	27914	-118.981	0	0.896687	0.51363	1
16270	16517	-0.113007	0	0.620212	0.409954	1
16273	16380	-0.0059967	0	0.978259	0.857735	1
12388	12597	0	0	0.828475	0.582257	1
21794	21796	-0.00100708	0	0.695657	0.64368	1
28442	28910	-25.08	0	0.932995	0.559358	1
23285	29889	-211.088	0	0.646344	0.527896	1
21034	25369	-57.062	0	0.755677	0.595303	1
10011	10031	0	0	0.886942	0.699423	1
26178	26189	-0.00500488	0	0.827556	0.415948	1
23535	23606	-0.0369873	0	0.686458	0.559705	1
30665	30699	-17.027	0	0.982714	0.849273	1
11672	11683	-0.00900269	0	0.993252	0.937975	1
22779	24494	-28.01	0	0.674846	0.48924	1
22905	23025	-0.00601196	0	0.749976	0.646793	1
30019	30867	-267.13	0	0.814336	0.802745	1
25413	25424	-0.973999	0	0.752392	0.498384	1
19443	19446	0.00799561	0	0.562609	0.658025	1
21930	26076	-55.017	0	0.691965	0.480052	1
26592	26650	-2.013	0	0.73017	0.619966	1
20769	21943	-15.01	0	0.604426	0.568321	1
21015	26334	-69.06	0	0.715027	0.584084	1
28830	30577	-176.141	0	0.602411	0.482115	1
10217	10299	0.000999451	0	0.963605	0.76562	1
30430	30554	-15.978	0	0.992077	0.662997	1
20896	24254	-40.008	0	0.740518	0.490007	1
14080	14117	-0.00700378	0	0.6508	0.754249	1
21790	21825	-0.0059967	0	0.771763	0.643173	1
23540	23544	0	0	0.646863	0.644324	1
14307	14309	-0.00999451	0	0.93586	0.921287	1
29945	30627	-114.01	0	0.902056	0.679998	1
27177	28617	-51.896	0	0.943044	0.476226	1
2590	2817	-0.0149994	0	0.892223	0.737734	1
2748	3099	0	0	0.992239	0.836686	1
1444	1445	0	0	0.816537	0.653604	1
14202	14264	-1.002	0	0.772267	0.403632	1
14091	14155	0.00300598	0	0.660224	0.630228	1
1444	1449	0	0	0.755803	0.581095	1
12069	12085	0	0	0.932975	0.720279	1
27825	27830	0.00500488	0	0.73008	0.60065	1
25495	27137	-28.994	0	0.905246	0.676396	1
16303	16373	-0.00799561	0	0.926364	0.786738	1
27080	27990	-30.009	0	0.922804	0.541131	1
21939	22117	-0.0249939	0	0.902058	0.81188	1
27476	27486	-0.0209961	0	0.577197	0.419181	1
20697	20713	0.00698853	0	0.784362	0.814008	1
13273	18692	-15.996	0	0.879992	0.598594	1
16281	16297	-0.00999451	0	0.980644	0.906212	1
15517	15522	-0.0140076	0	0.927307	0.792681	1
20882	24351	-42.016	0	0.695847	0.532601	1
26124	26155	-0.00299072	0	0.746418	0.742349	1
26157	26159	0.000991821	0	0.937196	0.564897	1
11964	12064	0	0	0.904652	0.879831	1
17159	17559	-0.0240021	0	0.888087	0.799245	1
24987	26651	-30.011	0	0.922559	0.62692	1
11133	21459	-43.991	0	0.756285	0.490944	1
30659	30708	-21.988	0	0.837177	0.608612	1
15349	15352	0.00900269	0	0.556288	0.613422	1
2454	2500	-0.0179977	0	0.978175	0.753937	1
15349	15350	0.0220032	0	0.570341	0.680528	1
5560	11748	-13.992	0	0.772527	0.513406	1
8833	8978	-0.0129929	0	0.977759	0.788777	1
15349	15355	0.0139923	0	0.605272	0.534703	1
13410	13664	-0.0230103	0	0.937982	0.763896	1
25478	25492	-0.309998	0	0.815577	0.462866	1
1458	1838	-0.00400543	0	0.807472	0.703593	1
14069	14076	-0.0110016	0	0.791409	0.608122	1
16358	29405	-216.112	0	0.89893	0.598585	1
8752	8792	-0.00699615	0	0.92769	0.760228	1
16485	16606	-0.0110016	0	0.908179	0.663507	1
27067	27596	-15.998	0	0.584581	0.538036	1
23813	24525	-17	0	0.639963	0.611621	1
18675	18831	0.0189972	0	0.899917	0.826243	1
2427	2453	0.00100708	0	0.722214	0.684378	1
19525	25347	-68.027	0	0.623577	0.45892	1
14041	22411	-42.03	0	0.596065	0.422532	1
17143	17522	-0.0019989	0	0.894719	0.705146	1
22041	22106	-0.00799561	0	0.838115	0.658006	1
12358	12371	0	0	0.878398	0.63687	1
24156	24157	0.0059967	0	0.84025	0.702955	1
14090	19431	-15.993	0	0.578942	0.507657	1
21772	21773	-0.000991821	0	0.870865	0.783488	1
12723	12770	0	0	0.900627	0.743285	1
21772	21777	0.00799561	0	0.860179	0.73112	1
21772	21774	0.00900269	0	0.847182	0.834864	1
8871	8958	0.0059967	0	0.955185	0.762227	1
21772	21778	-0.0039978	0	0.828005	0.739894	1
21772	21779	0.00100708	0	0.640234	0.641437	1
11564	11565	0.0019989	0	0.894216	0.674485	1
11564	11567	0	0	0.895006	0.677123	1
4328	11602	-14.011	0	0.899728	0.693932	1
11285	11382	-0.00799561	0	0.933016	0.703231	1
27280	28945	-70.001	0	0.827957	0.606071	1
20680	20688	-0.00700378	0	0.715885	0.634469	1
30374	30861	-204.155	0	0.66176	0.454786	1
22783	23916	-14.016	0	0.866316	0.690547	1
20680	20684	0.0100098	0	0.710093	0.689045	1
18218	18220	-0.0700073	0	0.965322	0.771515	1
26590	27281	-18.009	0	0.805913	0.668056	1
26526	27586	-29.975	0	0.847177	0.481599	1
20680	20682	-0.0179901	0	0.792944	0.667149	1
20680	20683	-0.00900269	0	0.601056	0.576514	1
18672	18784	-0.0319977	0	0.898943	0.717681	1
18672	18785	-0.0319977	0	0.891145	0.730673	1
18672	18782	-0.0319977	0	0.90934	0.752301	1
24554	24560	0.0110016	0	0.833082	0.809076	1
25338	26413	-14.019	0	0.782154	0.582904	1
22580	24317	-24.037	0	0.714461	0.450959	1
27851	29720	-105.967	0	0.94835	0.685496	1
27034	27869	-26.02	0	0.855078	0.618864	1
22893	22924	0.0120087	0	0.943894	0.719219	1
22440	23555	-14.013	0	0.594833	0.485901	1
20206	20387	-0.000991821	0	0.867806	0.649653	1
13551	13586	0.0169983	0	0.876939	0.7841	1
11790	12723	-1	0	0.828334	0.57051	1
28593	29825	-82.04	0	0.951684	0.57315	1
26954	28190	-41.023	0	0.736851	0.469979	1
11534	11586	-0.5	0	0.578111	0.401822	1
17979	18004	-0.0359955	0	0.928095	0.670749	1
2683	2709	-0.00900269	0	0.944199	0.822657	1
12345	12708	-0.0339966	0	0.926663	0.759736	1
21061	26600	-75.07	0	0.825296	0.69785	1
12371	12385	0	0	0.864084	0.643343	1
15482	15535	0.0350037	0	0.946636	0.879329	1
14082	17233	-12.02	0	0.722543	0.580882	1
10156	14112	-14.038	0	0.816839	0.490596	1
11264	11382	0.00200653	0	0.919276	0.713416	1
27769	27770	-0.0169983	0	0.75081	0.576678	1
25551	25949	-0.00300598	0	0.586531	0.489426	1
15482	15538	-0.0039978	0	0.939185	0.853257	1
9408	10011	-0.0500031	0	0.84013	0.57609	1
23384	23408	-0.0500031	0	0.569866	0.595842	1
26699	26715	-0.984009	0	0.633099	0.495236	1
10318	10410	0.015007	0	0.889077	0.64695	1
32	14680	-59.996	0	0.859942	0.73846	1
16347	16600	-0.00201416	0	0.937922	0.768787	1
10457	10546	0	0	0.84682	0.656784	1
18203	18437	-0.0700073	0	0.926117	0.846578	1
10172	10504	-0.0179977	0	0.867677	0.673317	1
12688	12875	-0.0270081	0	0.927877	0.514117	1
13213	13522	-0.0410004	0	0.930514	0.726012	1
13302	13314	0.00898743	0	0.964724	0.871528	1
13302	13316	-0.0140076	0	0.961554	0.942848	1
11679	21720	-42.01	0	0.657135	0.461408	1
13322	13723	-0.0270081	0	0.970183	0.907141	1
28402	30319	-157.178	0	0.973636	0.590113	1
23547	23553	0.00300598	0	0.666175	0.597608	1
17152	17206	-0.0119934	0	0.830311	0.72857	1
17152	17204	-0.00999451	0	0.897994	0.765443	1
21069	21099	-0.0019989	0	0.743513	0.750089	1
10119	30004	-290.11	0	0.86017	0.685969	1
9401	10011	-0.0500031	0	0.880044	0.610224	1
2682	2757	-0.0100021	0	0.97361	0.814322	1
26986	30665	-281.119	0	0.797544	0.506513	1
13315	13431	0.00799561	0	0.934805	0.717625	1
10083	10123	-0.987999	0	0.775071	0.599932	1
27424	27425	0	0	0.699058	0.551828	1
8877	8949	0.0130005	0	0.950702	0.807884	1
27424	27427	0.00100708	0	0.843533	0.755141	1
10854	21049	-43.009	0	0.701222	0.442474	1
24987	26647	-30.009	0	0.934453	0.614428	1
15563	16049	-0.0220032	0	0.919604	0.874555	1
25431	26795	-24.006	0	0.752354	0.466083	1
27784	27875	-3.95801	0	0.838161	0.561088	1
27289	28555	-46.99	0	0.667288	0.552153	1
26105	26247	-0.00900269	0	0.931964	0.519204	1
15557	15627	-0.0120087	0	0.926916	0.721422	1
15428	15755	-0.00700378	0	0.977211	0.86552	1
10992	17108	-25.014	0	0.835776	0.658143	1
11726	12770	-0.997009	0	0.859156	0.751917	1
15420	15611	-0.00799561	0	0.860244	0.713454	1
23112	23172	-0.00498962	0	0.791745	0.743792	1
15767	15800	0	0	0.962434	0.768569	1
29212	29934	-56.029	0	0.763232	0.651605	1
9388	9519	0.0130005	0	0.791189	0.776677	1
9202	9413	-0.0149994	0	0.890282	0.742164	1
21408	21411	-0.00100708	0	0.821968	0.621343	1
8884	9301	-0.0110016	0	0.948578	0.717675	1
13260	13369	-0.00900269	0	0.953113	0.884086	1
22680	22772	-0.00700378	0	0.861138	0.788213	1
21962	22006	-0.0109863	0	0.860229	0.655296	1
25344	26975	-29.018	0	0.787357	0.565656	1
14728	14859	0.00799561	0	0.642867	0.564465	1
27557	27990	-16	0	0.920967	0.524923	1
15396	15444	-0.0630035	0	0.937847	0.797396	1
15504	15651	-0.0170135	0	0.965384	0.85509	1
20684	20689	-0.00601196	0	0.844468	0.833368	1
6	10333	-46.006	0	0.955709	0.773743	1
17157	17174	-0.0110016	0	0.810226	0.637471	1
20750	20770	-0.0160065	0	0.711779	0.655311	1
18525	18562	-0.0100098	0	0.888001	0.676878	1
17364	17460	-0.0019989	0	0.837675	0.656255	1
20684	20686	-0.0100098	0	0.662657	0.617919	1
