CLUSTERID1	CLUSTERID2	DeltaMZ	MEH	Cosine	OtherScore	ComponentIndex
21066	21068	-0.000991821	0	0.58968	0.518033	1
4796	17090	-30.011	0	0.620533	0.461306	1
14111	14143	0.00799561	0	0.839455	0.698877	1
26284	26417	-3.994	0	0.750354	0.445387	1
22439	22457	-0.00799561	0	0.830444	0.759466	1
25089	25091	-0.00500488	0	0.728019	0.668548	1
18689	18827	-0.00900269	0	0.974666	0.803729	1
14081	14082	-0.00100708	0	0.698389	0.575808	1
10138	23648	-71.076	0	0.6776	0.472114	1
27836	28553	-27.998	0	0.693358	0.53611	1
1391	11707	-28.031	0	0.716015	0.483959	1
28042	28716	-28.029	0	0.811948	0.639756	1
17917	18001	-0.0140076	0	0.976359	0.796805	1
28501	28513	-0.053009	0	0.65714	0.616902	1
15766	15767	0	0	0.962293	0.788227	1
11258	11276	-0.0019989	0	0.663559	0.608908	1
17093	23426	-41.901	0	0.59371	0.435325	1
14089	14102	0.0100098	0	0.845497	0.910193	1
1023	15282	-44.01	0	0.847317	0.559389	1
24213	28536	-104.05	0	0.551573	0.465838	1
22031	22258	-0.0130005	0	0.88838	0.709906	1
29408	30358	-100.063	0	0.631346	0.4455	1
28889	28919	-1.02499	0	0.662724	0.520169	1
3662	14211	-27.996	0	0.555437	0.424156	1
16465	16807	0.00898743	0	0.905909	0.769436	1
14265	19001	-11.999	0	0.78237	0.588334	1
14066	14184	-0.0110016	0	0.818001	0.638289	1
17830	17959	-0.0720062	0	0.969175	0.80896	1
22903	22904	-0.026001	0	0.848076	0.604561	1
28008	29173	-58.042	0	0.762882	0.534418	1
22892	29456	-179.081	0	0.856418	0.655457	1
25200	28699	-96.153	0	0.616898	0.537162	1
16618	16708	-0.0139923	0	0.941682	0.826475	1
11751	11965	-0.0039978	0	0.837273	0.730164	1
1506	1583	-0.00899506	0	0.860058	0.667475	1
24356	24366	0.00498962	0	0.80208	0.51562	1
15346	15728	-0.998001	0	0.611992	0.507143	1
30257	30825	-178.012	0	0.809418	0.654199	1
12064	12109	-0.00500488	0	0.898887	0.935296	1
15550	15629	-0.0149994	0	0.900348	0.668121	1
15517	15809	-0.0200043	0	0.930149	0.717204	1
30257	30821	-176.033	0	0.866878	0.769761	1
29913	30025	-15.01	0	0.751396	0.468725	1
20469	20532	0.00999451	0	0.882981	0.71341	1
22792	22799	-0.0149994	0	0.791857	0.430144	1
20469	20535	0.00498962	0	0.883046	0.742881	1
20777	24538	-50.05	0	0.577647	0.439441	1
20109	20189	0	0	0.960336	0.81088	1
4279	20797	-46.007	0	0.809847	0.517677	1
24664	24697	0	0	0.902183	0.705988	1
28529	29878	-90.008	0	0.734757	0.599113	1
27824	27837	-0.0209961	0	0.818832	0.799682	1
28486	28748	-14.035	0	0.800142	0.699167	1
11717	11914	-0.0110016	0	0.8969	0.693105	1
17862	17875	0.0410004	0	0.709976	0.773715	1
22895	22924	0.00401306	0	0.938155	0.745731	1
27803	29299	-74.066	0	0.760506	0.428989	1
1478	1743	-0.0209961	0	0.932068	0.758183	1
21545	29238	-176.03	0	0.69147	0.507111	1
13313	13472	-0.0189972	0	0.92812	0.78202	1
13339	13730	-0.0480042	0	0.91306	0.754649	1
14080	19451	-16.028	0	0.674303	0.421538	1
3669	3994	-0.00800323	0	0.652822	0.462291	1
24253	26692	-42.043	0	0.616624	0.427396	1
18912	19437	-1.99001	0	0.561373	0.411558	1
1476	2383	-0.985001	0	0.825732	0.652273	1
27028	27030	-0.00801086	0	0.76385	0.566769	1
30627	31268	-231.048	0	0.94755	0.67146	1
13167	13636	-0.0599976	0	0.952839	0.824981	1
27740	28802	-45.019	0	0.748999	0.564482	1
13180	13230	-0.0200043	0	0.908769	0.816614	1
10392	14273	-15.999	0	0.768458	0.56407	1
29822	30073	-35.035	0	0.691317	0.598916	1
20749	20774	-0.0240021	0	0.651767	0.648875	1
9280	9293	0.00400543	0	0.940168	0.746304	1
18998	25306	-71.072	0	0.719222	0.420723	1
4367	4384	0.0159988	0	0.882965	0.72744	1
25187	25190	0	0	0.711226	0.471796	1
21096	21116	-0.0120087	0	0.698765	0.734711	1
26997	27440	-12.049	0	0.834951	0.549754	1
17150	17380	-0.00900269	0	0.875316	0.638073	1
1416	1486	-0.012001	0	0.975739	0.854127	1
28023	28973	-44.031	0	0.568828	0.45736	1
21096	21119	-0.0220032	0	0.804133	0.633174	1
20932	23523	-27.051	0	0.621686	0.414702	1
25288	26274	-11.966	0	0.762588	0.436006	1
26113	29588	-142.1	0	0.73793	0.509587	1
28023	28972	-44.038	0	0.554697	0.417627	1
20068	20309	0.0310059	0	0.945357	0.817386	1
10119	14741	-18.951	0	0.886918	0.693781	1
8792	9413	-0.0180054	0	0.948123	0.789949	1
13211	13212	0.0160065	0	0.91737	0.762268	1
2148	2168	-0.012001	0	0.927448	0.767821	1
18689	19067	-0.00601196	0	0.910308	0.65963	1
18689	19064	-0.0230103	0	0.978951	0.865774	1
13324	13465	-0.00300598	0	0.965181	0.843086	1
2524	2598	-0.052002	0	0.986505	0.90523	1
29368	30722	-201.107	0	0.664234	0.514859	1
13266	13608	-0.00700378	0	0.80676	0.770559	1
4240	11648	-16	0	0.827626	0.56717	1
26237	27190	-26.014	0	0.743237	0.649767	1
21043	23833	-28.03	0	0.721342	0.556881	1
19258	19297	0.0230103	0	0.901739	0.644494	1
8977	8978	-0.00299835	0	0.971858	0.748472	1
21069	21166	0.00700378	0	0.69228	0.683214	1
2640	2790	-0.0169983	0	0.886256	0.640855	1
28591	30204	-129.123	0	0.722809	0.611275	1
27783	29332	-78.047	0	0.735354	0.456579	1
25317	29651	-157.029	0	0.905259	0.538404	1
18692	19028	-0.0140076	0	0.996167	0.914129	1
17364	17523	0	0	0.872473	0.649861	1
10153	20859	-41.01	0	0.678916	0.430745	1
30207	30643	-88.052	0	0.951794	0.70599	1
12743	12825	0.0119934	0	0.973752	0.816175	1
24971	27177	-43.994	0	0.942277	0.552515	1
15741	15829	0	0	0.935294	0.74667	1
21064	21091	-0.00999451	0	0.768766	0.749357	1
17125	17142	-0.0110016	0	0.889796	0.821637	1
20247	21541	-15.998	0	0.66394	0.539233	1
20247	21540	-15.999	0	0.633349	0.568523	1
10073	10086	0.00799561	0	0.735056	0.708798	1
24924	24926	-0.0380096	0	0.557346	0.47393	1
24366	24368	0	0	0.663937	0.492599	1
16261	16468	-0.0579987	0	0.931968	0.750846	1
4275	4328	0.00500488	0	0.973652	0.866798	1
11744	12024	-0.00300598	0	0.890155	0.537474	1
10199	14073	-14.018	0	0.895678	0.599575	1
28748	28790	-2.02902	0	0.737637	0.668695	1
792	4776	-25.984	0	0.739974	0.410352	1
15403	15707	-0.0939941	0	0.887323	0.696981	1
19495	19525	-0.00900269	0	0.758386	0.625814	1
15180	15198	0	0	0.917859	0.604681	1
25528	25529	-0.0019989	0	0.911462	0.843197	1
22863	24247	-19.96	0	0.722845	0.498919	1
23347	23441	-2.002	0	0.654809	0.525778	1
10164	10700	-0.0139999	0	0.957141	0.926334	1
29144	29654	-36.005	0	0.651593	0.570712	1
12343	12460	-0.04599	0	0.904429	0.74	1
28427	28854	-23.018	0	0.864239	0.691654	1
24576	24706	0.00100708	0	0.879111	0.684638	1
27395	27709	-12.034	0	0.802233	0.684602	1
29408	29615	-14.032	0	0.661376	0.607978	1
23236	23249	-0.0119934	0	0.738696	0.664513	1
9230	11778	-12.999	0	0.632275	0.444122	1
14109	14116	-0.0100098	0	0.73524	0.615088	1
8949	8980	-0.0179977	0	0.982138	0.830115	1
13261	13305	-0.00698853	0	0.978808	0.934989	1
13261	13302	-0.00698853	0	0.987347	0.933267	1
28304	28535	-10.075	0	0.57076	0.416868	1
1407	11470	-24	0	0.770374	0.501471	1
13261	13301	-0.0139923	0	0.974483	0.89846	1
27503	28572	-40.999	0	0.764335	0.469759	1
13285	13522	0.0119934	0	0.933978	0.792618	1
4768	4770	0.00299835	0	0.931757	0.732169	1
14097	22381	-40.942	0	0.615436	0.637902	1
20374	20533	-0.0130005	0	0.910397	0.721274	1
20682	20717	-0.00700378	0	0.802967	0.717464	1
29146	29937	-60.033	0	0.698214	0.506296	1
27701	28110	-15.99	0	0.624236	0.501364	1
11470	11677	-3.998	0	0.759042	0.508299	1
29166	29613	-32.029	0	0.868954	0.631411	1
27223	28486	-45.048	0	0.701626	0.512035	1
8772	9519	-0.0100021	0	0.817822	0.712155	1
26679	28366	-52.992	0	0.783069	0.417259	1
2678	2795	-0.00600433	0	0.91685	0.865234	1
2952	3231	0.00900269	0	0.805872	0.593488	1
27618	27662	-0.932007	0	0.615509	0.405841	1
18733	19169	-0.0209961	0	0.905631	0.783733	1
15545	15845	-0.00300598	0	0.877357	0.688659	1
10190	10200	0	0	0.894106	0.618573	1
23538	23553	-0.0039978	0	0.808668	0.707972	1
22344	22363	-0.0249939	0	0.790413	0.669764	1
1432	1530	-0.00900269	0	0.920491	0.705248	1
16345	16807	0.0139923	0	0.93037	0.753515	1
2591	3208	0.00499725	0	0.944575	0.852593	1
13270	13324	0.00201416	0	0.942637	0.886406	1
10172	10405	-0.0179977	0	0.760147	0.605869	1
22181	22286	0	0	0.88431	0.824875	1
14092	14106	-0.00698853	0	0.885648	0.734839	1
17943	18090	0.0200043	0	0.977037	0.709764	1
24560	24693	-0.0220032	0	0.69587	0.624757	1
26810	27757	-27.031	0	0.771631	0.596646	1
23538	23556	-0.00700378	0	0.856821	0.811634	1
23538	23554	-0.00799561	0	0.684307	0.629047	1
23538	23555	-0.0059967	0	0.674761	0.673682	1
23813	23831	-0.0189972	0	0.785627	0.785231	1
28218	29297	-59	0	0.646739	0.423853	1
28005	28721	-30.039	0	0.55475	0.472185	1
27559	28408	-30.03	0	0.903376	0.805755	1
12365	12404	0.0540009	0	0.923974	0.629199	1
26077	28366	-67.006	0	0.834262	0.464474	1
13261	13634	-0.00999451	0	0.958921	0.915079	1
25504	25551	-0.0670013	0	0.590322	0.531621	1
27592	28690	-44.055	0	0.757298	0.604244	1
28608	28832	-14.014	0	0.771087	0.670313	1
4786	16616	-29.023	0	0.705297	0.477746	1
17883	18287	0.0039978	0	0.966142	0.790887	1
1476	1717	-0.0139999	0	0.894875	0.674015	1
22168	22218	0	0	0.884786	0.777243	1
17212	18861	-2.004	0	0.6679	0.451507	1
17251	17264	0	0	0.900758	0.722153	1
28569	28726	-9.01099	0	0.625902	0.442217	1
21978	22029	0.00700378	0	0.892951	0.768677	1
13551	13873	-0.0330048	0	0.888496	0.776933	1
11704	20777	-28.986	0	0.671787	0.404145	1
23560	23582	0.0179901	0	0.552888	0.530877	1
8981	9015	0.00299835	0	0.940303	0.677498	1
13245	13248	0.00799561	0	0.963095	0.838604	1
10196	10504	-0.0039978	0	0.90432	0.61583	1
14067	14076	-0.0209961	0	0.731082	0.591431	1
12735	12797	0	0	0.878076	0.797132	1
4371	4474	0	0	0.921921	0.733692	1
15486	15618	-0.0019989	0	0.944371	0.853015	1
1031	2263	-6.045	0	0.861859	0.502378	1
15556	15665	0.0139923	0	0.939686	0.806865	1
18245	18638	-0.138992	0	0.963718	0.708459	1
28944	30453	-150.076	0	0.66286	0.690772	1
21042	21056	-0.00700378	0	0.717749	0.642955	1
11630	27403	-132.05	0	0.85661	0.614539	1
22048	22086	-0.0169983	0	0.843766	0.665752	1
11630	27401	-132.049	0	0.930757	0.830026	1
809	4277	-24.994	0	0.807364	0.707574	1
24640	24708	0	0	0.891206	0.678671	1
21759	21762	0	0	0.761368	0.643959	1
4822	5149	-0.0379944	0	0.763411	0.485113	1
28987	30793	-271.069	0	0.782135	0.587274	1
24550	24875	-0.0209961	0	0.731841	0.590245	1
8792	8951	-0.0170059	0	0.935691	0.72757	1
30175	30830	-192.091	0	0.841343	0.535896	1
28415	30348	-161.052	0	0.762085	0.589721	1
28721	29749	-69.981	0	0.566953	0.463942	1
10410	10588	0	0	0.911539	0.658954	1
16358	16807	-0.00300598	0	0.915693	0.706106	1
8763	9162	-0.00800323	0	0.917247	0.749768	1
1608	1609	0	0	0.960596	0.794103	1
28801	29091	-18.006	0	0.816038	0.656578	1
17828	17930	-0.0209961	0	0.973513	0.765861	1
13192	13206	-0.00700378	0	0.896211	0.837371	1
11466	16344	-18.01	0	0.791552	0.578242	1
15420	15744	-0.00700378	0	0.842432	0.702481	1
3018	3094	-0.00499725	0	0.95219	0.889073	1
29148	30419	-130.07	0	0.639282	0.444522	1
14269	14275	-0.0359955	0	0.645024	0.534519	1
28824	28854	-2.017	0	0.731883	0.682842	1
8869	8968	0.00900269	0	0.927354	0.811458	1
21034	25213	-53.941	0	0.661692	0.442738	1
17204	17460	-0.0220032	0	0.826529	0.535218	1
12797	12917	-0.00999451	0	0.801448	0.678194	1
14741	19547	-15.08	0	0.980758	0.798643	1
12542	12747	-0.0230103	0	0.727942	0.659654	1
21260	29170	-176.049	0	0.70493	0.555344	1
10410	14073	-14.014	0	0.883	0.630269	1
2721	2723	-0.0159988	0	0.928179	0.777663	1
21945	22205	-0.0249939	0	0.91666	0.85997	1
22935	22941	-0.0120087	0	0.945198	0.749688	1
19996	20169	-0.00601196	0	0.945622	0.771636	1
20940	27490	-101.021	0	0.606545	0.505198	1
13176	13681	-0.048996	0	0.878586	0.758538	1
2476	11629	-22.982	0	0.721954	0.535982	1
10646	10826	-0.0190048	0	0.813881	0.662146	1
16293	16502	-0.00601196	0	0.948636	0.706075	1
13174	13176	-0.0130005	0	0.849062	0.835303	1
29815	30593	-116.103	0	0.696396	0.500432	1
13174	13179	-0.0039978	0	0.959798	0.917961	1
22935	22945	0.00799561	0	0.945372	0.774665	1
11468	11558	-1.00201	0	0.831275	0.591475	1
2723	2798	0.026001	0	0.908039	0.627874	1
12348	12350	0	0	0.876604	0.706573	1
21945	21953	0.00799561	0	0.947213	0.884207	1
22534	22547	0.0130005	0	0.769005	0.664549	1
22534	22546	0.0130005	0	0.791189	0.636451	1
20823	20844	-0.0299988	0	0.781625	0.653662	1
13542	13650	-0.00799561	0	0.898447	0.826443	1
27131	29048	-79.058	0	0.778239	0.546248	1
28995	29844	-59.967	0	0.971719	0.885063	1
1422	1560	-0.012001	0	0.896596	0.84587	1
20907	26798	-85.03	0	0.611351	0.407257	1
17128	17154	-0.00299072	0	0.94652	0.870678	1
16276	16538	-0.0210114	0	0.953371	0.679818	1
12349	12404	0	0	0.873213	0.667184	1
26676	28128	-45.05	0	0.625613	0.492425	1
12711	12849	-0.00801086	0	0.879318	0.71849	1
2430	3664	-3.016	0	0.785933	0.64209	1
12360	12558	0.0100098	0	0.922412	0.769341	1
28253	28647	-15.992	0	0.831805	0.686739	1
20906	23433	-26.017	0	0.580423	0.416457	1
14106	14134	0.0169983	0	0.740736	0.671711	1
8774	9142	0.0039978	0	0.936454	0.76044	1
10119	19547	-34.031	0	0.848736	0.693781	1
10156	19772	-33.042	0	0.857227	0.406586	1
30753	30894	-132.078	0	0.859712	0.606201	1
24317	25472	-22.002	0	0.594413	0.463073	1
13169	13199	0.0269928	0	0.958941	0.948482	1
16302	16519	-0.00201416	0	0.927859	0.692721	1
22905	22911	-0.00601196	0	0.766717	0.637793	1
17158	17187	0.00300598	0	0.911605	0.790256	1
25317	26156	-9.99399	0	0.931952	0.540663	1
29321	30865	-327.094	0	0.714389	0.437415	1
28829	29255	-27.047	0	0.565566	0.551425	1
16302	16511	-0.00201416	0	0.95517	0.769359	1
12790	12831	0.00799561	0	0.934707	0.602869	1
8753	8952	-0.00700378	0	0.980381	0.804814	1
29270	29873	-45.066	0	0.83437	0.43913	1
26167	26185	0.00300598	0	0.970945	0.845382	1
22897	23068	-0.0139923	0	0.897568	0.724626	1
20925	20933	-0.0159912	0	0.709457	0.765147	1
26167	26189	-0.0059967	0	0.818535	0.477064	1
28441	28773	-17.97	0	0.67551	0.409342	1
28699	29392	-45.058	0	0.7395	0.544357	1
12492	12613	0.0220032	0	0.918326	0.760924	1
10166	10193	-0.00899506	0	0.796757	0.637797	1
10166	10191	-0.00999451	0	0.841274	0.663602	1
10166	10190	-0.00799561	0	0.800347	0.592981	1
10992	20942	-41.037	0	0.806738	0.515321	1
25428	25439	0	0	0.859645	0.783194	1
13650	13742	-0.0270081	0	0.883173	0.727255	1
4978	5150	-0.00700378	0	0.856149	0.584458	1
11705	11706	0	0	0.898802	0.82419	1
24934	27067	-42.009	0	0.714546	0.611094	1
22893	22935	-0.00299072	0	0.947366	0.785685	1
15322	15412	-0.999008	0	0.681748	0.425751	1
24404	28609	-100.982	0	0.71058	0.406289	1
29030	29247	-14.013	0	0.824449	0.727178	1
2709	2758	0.0170059	0	0.947777	0.736893	1
20860	20862	0.0039978	0	0.825006	0.625277	1
20860	20863	0.0100098	0	0.679724	0.776285	1
24561	24696	-0.0319977	0	0.829595	0.724006	1
28581	29179	-37.028	0	0.632707	0.415422	1
24326	26752	-43.956	0	0.703327	0.415927	1
22616	24538	-30.026	0	0.599976	0.503932	1
29266	30862	-327.077	0	0.974759	0.899222	1
24406	24410	0.00799561	0	0.708219	0.668481	1
25428	25432	0.00801086	0	0.721886	0.820108	1
15662	16102	-0.00299072	0	0.924607	0.721394	1
28342	28868	-28.031	0	0.867763	0.735373	1
22359	25171	-41.001	0	0.68845	0.648187	1
8978	9766	-0.0139999	0	0.961925	0.64832	1
19263	19293	0.0420074	0	0.755033	0.84066	1
12379	12525	0	0	0.829603	0.631991	1
2424	2425	0	0	0.979786	0.920403	1
2417	2434	0.0240021	0	0.936805	0.874556	1
29431	30793	-240.015	0	0.647049	0.508673	1
1522	1567	0	0	0.77971	0.674392	1
1135	4786	-16.025	0	0.695827	0.512911	1
27918	30477	-202.109	0	0.692631	0.591984	1
28402	30554	-193.04	0	0.984085	0.662997	1
27028	29506	-113.063	0	0.927567	0.446162	1
12371	12549	0	0	0.934512	0.683572	1
17559	17800	-0.0159912	0	0.917657	0.793676	1
16273	16400	-0.0059967	0	0.97084	0.849068	1
28030	28031	0	0	0.734791	0.680566	1
20692	21541	-14.018	0	0.583847	0.516607	1
8787	8849	0.00800323	0	0.969198	0.930487	1
27403	28465	-40.005	0	0.724786	0.527944	1
1143	4269	-14.049	0	0.553832	0.586977	1
25413	27806	-54.051	0	0.764429	0.423526	1
29408	29427	-0.451996	0	0.799424	0.623958	1
17182	23419	-41.028	0	0.724429	0.496369	1
24106	28808	-121.097	0	0.742906	0.438363	1
19989	20152	-0.00300598	0	0.960443	0.81191	1
19254	19276	0	0	0.946938	0.768074	1
27806	28750	-40.03	0	0.780263	0.568353	1
16274	16430	0.00100708	0	0.948125	0.726358	1
27708	28454	-27.99	0	0.660702	0.517606	1
3025	3168	0	0	0.924648	0.831176	1
8970	9162	-0.00900269	0	0.930983	0.722381	1
21795	21797	-0.00401306	0	0.936878	0.978562	1
29193	29448	-18.039	0	0.940236	0.667775	1
10196	10273	-0.000999451	0	0.918781	0.693682	1
761	12407	-44.914	0	0.932932	0.553308	1
22430	22440	0.00900269	0	0.671844	0.719077	1
23805	23836	-0.0759888	0	0.66028	0.620774	1
26393	26397	-0.0440063	0	0.685403	0.588223	1
18336	18443	-0.0500031	0	0.962215	0.7803	1
18336	18444	-0.0500031	0	0.895101	0.733404	1
22442	25330	-44.01	0	0.571114	0.512327	1
17118	17192	-0.029007	0	0.663441	0.684767	1
13206	13268	-0.00900269	0	0.903035	0.832191	1
13304	13316	-0.0189972	0	0.947117	0.875868	1
26077	27425	-32.983	0	0.816764	0.430633	1
13304	13314	0.0039978	0	0.981587	0.898436	1
17138	17139	0	0	0.94159	0.866943	1
27194	28106	-30.87	0	0.900483	0.44282	1
15436	15562	-0.0100098	0	0.976033	0.84184	1
23465	23467	-0.0190125	0	0.59508	0.613882	1
23465	23466	-0.0110016	0	0.694037	0.765138	1
13478	13526	0.00498962	0	0.948614	0.877836	1
4920	5432	-0.0309982	0	0.943228	0.677293	1
17115	23432	-40.978	0	0.631251	0.406175	1
20879	20901	-0.514999	0	0.660389	0.518556	1
23420	23510	-2.011	0	0.645826	0.626332	1
12347	12388	0.00700378	0	0.891804	0.690274	1
14360	15056	0.0019989	0	0.593685	0.707091	1
27977	28245	-10.028	0	0.610623	0.430294	1
27875	28647	-30.007	0	0.857687	0.68696	1
29193	29965	-62	0	0.940283	0.718968	1
13168	13409	-0.052002	0	0.912334	0.843598	1
18746	19108	-0.0299988	0	0.916303	0.762672	1
12396	12964	-0.141998	0	0.60435	0.4833	1
24496	27009	-42.993	0	0.613343	0.403723	1
15767	15970	0	0	0.919173	0.622995	1
29584	30855	-286.069	0	0.970062	0.887276	1
18671	18844	-0.0420074	0	0.903996	0.673036	1
18737	18877	-0.026001	0	0.850249	0.701225	1
23346	23347	0.0019989	0	0.865755	0.803997	1
10182	10352	-0.0019989	0	0.97058	0.862135	1
11731	24417	-75.047	0	0.702322	0.415954	1
2551	3025	-0.0100021	0	0.945784	0.842479	1
28975	29501	-36.015	0	0.708207	0.616846	1
20859	20863	0	0	0.634125	0.500142	1
27137	27672	-16.034	0	0.942035	0.645768	1
17882	17883	-0.0039978	0	0.976711	0.765826	1
27557	30351	-192.033	0	0.97782	0.610493	1
19556	19697	-0.00801086	0	0.664216	0.460165	1
21936	22025	-0.0200043	0	0.942306	0.850225	1
15457	15562	-0.0019989	0	0.97461	0.829516	1
16569	16660	0	0	0.928478	0.702388	1
27543	30261	-179.044	0	0.609963	0.427356	1
22889	23011	-0.0619965	0	0.851737	0.678265	1
11278	11280	0	0	0.904418	0.613032	1
2511	11231	-18.985	0	0.681746	0.482115	1
11278	11282	-0.00499725	0	0.748398	0.640164	1
25167	25168	0.0130005	0	0.7397	0.688799	1
740	809	-2.011	0	0.835627	0.73666	1
23332	25167	-30.025	0	0.570713	0.604252	1
11278	11286	0	0	0.709965	0.482708	1
13439	13457	-0.0410004	0	0.77202	0.728191	1
27817	28231	-14.99	0	0.684916	0.476963	1
23616	23629	0	0	0.922257	0.67273	1
30113	30279	-17.942	0	0.779686	0.62172	1
17855	18176	0.0480042	0	0.904641	0.688532	1
23522	30577	-306.218	0	0.615892	0.556573	1
22877	22881	-0.0019989	0	0.590207	0.558308	1
16261	16380	-0.0579987	0	0.948897	0.757782	1
2798	2965	0	0	0.886778	0.719326	1
16228	16249	0.00900269	0	0.827649	0.735886	1
15422	15511	0.053009	0	0.986641	0.90639	1
2758	2875	0.00499725	0	0.956662	0.8371	1
27557	30263	-178.018	0	0.978376	0.615843	1
20748	21859	-14.012	0	0.823176	0.666459	1
20637	25515	-71.061	0	0.667355	0.482388	1
24548	27998	-73.972	0	0.741161	0.461911	1
12708	12846	-0.00300598	0	0.90931	0.721527	1
17317	17383	0.000991821	0	0.929529	0.723048	1
18133	18168	0	0	0.96776	0.725355	1
16049	25029	-71.984	0	0.576499	0.463415	1
2384	2386	-0.0279999	0	0.87709	0.6932	1
22611	24168	-19.968	0	0.57341	0.462883	1
21738	31272	-593.074	0	0.606756	0.435735	1
16277	16511	-0.00401306	0	0.931312	0.770327	1
13303	13313	0.00498962	0	0.955875	0.910895	1
2403	2405	0.012001	0	0.984868	0.884283	1
15403	15649	-0.0890045	0	0.948944	0.782654	1
1439	1959	-0.00400543	0	0.801863	0.827368	1
28181	28185	-0.052002	0	0.704814	0.457308	1
15501	15673	0.0350037	0	0.928864	0.830881	1
13224	13751	-0.110001	0	0.870786	0.750313	1
4942	8155	-0.0179977	0	0.863524	0.619405	1
11640	11643	-0.0210037	0	0.684654	0.694548	1
29818	30265	-58.077	0	0.70176	0.522382	1
10121	11659	-8.984	0	0.569596	0.443838	1
30257	30798	-160.985	0	0.903182	0.816367	1
15557	16195	-0.0879974	0	0.908724	0.705644	1
29215	29615	-29.06	0	0.952595	0.79001	1
17943	18248	0.0200043	0	0.970495	0.76587	1
26457	28166	-53.985	0	0.767139	0.432254	1
15509	15930	-0.0180054	0	0.926038	0.700574	1
12346	12906	-0.156006	0	0.851496	0.582977	1
19671	19689	0	0	0.635517	0.437019	1
21099	21100	-0.0119934	0	0.836187	0.862333	1
20111	20474	-0.000991821	0	0.871188	0.582636	1
11653	20696	-28.01	0	0.648652	0.441116	1
17813	17814	0	0	0.746737	0.677685	1
19599	19671	0	0	0.727567	0.471758	1
26178	29873	-163.126	0	0.888374	0.448614	1
21829	21935	-1.01801	0	0.848879	0.787803	1
30357	30798	-144.995	0	0.70466	0.542912	1
21829	21932	-1.035	0	0.949002	0.895987	1
13504	13872	-0.0500031	0	0.923311	0.771619	1
22863	29029	-151.07	0	0.864596	0.446852	1
23853	23879	-0.019989	0	0.748753	0.77763	1
20923	23578	-28.031	0	0.808729	0.612159	1
24867	24875	0	0	0.69163	0.493214	1
37	38	0.00300598	0	0.959417	0.828727	1
21829	21938	-1.02501	0	0.922726	0.829086	1
19529	29913	-245.098	0	0.672653	0.561863	1
17147	17156	-0.0159912	0	0.779849	0.585232	1
21089	21132	0.00900269	0	0.614713	0.65649	1
8840	8892	0.00400543	0	0.991137	0.878655	1
21936	21945	0	0	0.912409	0.884873	1
22513	27823	-99.04	0	0.598662	0.517265	1
19259	19287	-0.0209961	0	0.908529	0.677615	1
10367	10527	0	0	0.841773	0.730534	1
24556	24602	-0.0119934	0	0.853535	0.706907	1
17834	18089	-0.00900269	0	0.958192	0.678506	1
22924	22945	-0.00700378	0	0.93577	0.729723	1
27918	30763	-304.226	0	0.621965	0.604673	1
13543	13831	-0.026001	0	0.928648	0.796713	1
30210	30793	-165.04	0	0.868837	0.574813	1
30419	30608	-35.941	0	0.691361	0.569536	1
24556	24608	-0.0119934	0	0.896516	0.793575	1
23334	23346	-0.00900269	0	0.710489	0.693359	1
14337	14768	0.0170135	0	0.896202	0.78564	1
30118	30804	-176.032	0	0.923356	0.858655	1
794	904	-3.025	0	0.829536	0.558444	1
2722	2795	-0.00500488	0	0.935766	0.824818	1
18737	18743	-0.0399933	0	0.769509	0.671816	1
13165	13522	-0.0410004	0	0.925274	0.799892	1
4267	4268	-0.0139999	0	0.9315	0.791973	1
26705	30413	-226.159	0	0.76584	0.533985	1
11769	12005	0.0149994	0	0.837389	0.606072	1
2722	2798	0.00499725	0	0.881673	0.602963	1
21752	21756	0	0	0.740213	0.733247	1
10422	10826	0.0019989	0	0.75999	0.624992	1
21752	21754	0	0	0.719702	0.695143	1
28858	30113	-107.072	0	0.833566	0.708931	1
13568	13642	-0.0100098	0	0.942021	0.746563	1
27061	29124	-86.034	0	0.562137	0.483753	1
1136	11467	-26.985	0	0.572097	0.418836	1
4788	14311	-23.989	0	0.866037	0.50129	1
13299	13360	-0.0149994	0	0.945671	0.796899	1
13169	13412	0.0179901	0	0.96023	0.841618	1
16976	17034	-1.009	0	0.62078	0.505478	1
4267	4270	-0.0100021	0	0.947672	0.850644	1
21082	21171	-0.00700378	0	0.561175	0.568925	1
1862	13149	-29.022	0	0.715025	0.553952	1
20134	20152	0.00700378	0	0.952228	0.830217	1
22140	22258	0	0	0.854106	0.642507	1
8772	9720	-0.0210037	0	0.765298	0.715705	1
11275	11468	-0.0359955	0	0.743704	0.456026	1
8786	8931	-0.0130005	0	0.920153	0.741869	1
739	1013	-8.029	0	0.669884	0.425747	1
22606	25346	-42.011	0	0.764321	0.534829	1
17161	17339	-0.00801086	0	0.913227	0.735075	1
11648	27401	-132.04	0	0.876993	0.801968	1
12349	12849	-0.137009	0	0.954906	0.814622	1
26766	26767	0	0	0.745064	0.544863	1
12613	12782	-0.0240021	0	0.911519	0.763671	1
29253	29362	-8.978	0	0.652842	0.478413	1
17249	29586	-225.137	0	0.698629	0.476184	1
13194	13459	-0.0749969	0	0.899275	0.75878	1
21579	22351	-3.02	0	0.725817	0.556066	1
14108	14156	-0.00900269	0	0.914405	0.833063	1
14108	14155	-0.00999451	0	0.915255	0.83076	1
15434	15504	-0.00999451	0	0.98835	0.896195	1
